Lot Number,Chassis Number,Running Condition,Seller,Location,Model,Year,Kilometers,Engine,Gearbox,Date,Price
19221.0,JH4CL95934C000030,True,j_rad,"Palo Alto, California 94303",,2005.0,,2.4-Liter Inline-Four,6-Speed Manual Transaxle,2019-05-27,8050.0
13292.0,ZARAA6699E1005523,True,nickbokaie,"Petaluma, California 94954",Alfa Romeo GTV6,1984.0,123000.0,2.5-Liter V6,5-Speed Manual Transaxle,2018-10-18,7000.0
16953.0,ZAMHX45B000049336,True,ExoticMotorsMidwest,"Saint Louis, Missouri 63132",,2010.0,,4.7L V8,6-Speed Automated-Manual Transmission,2019-03-08,46250.0
15557.0,WP0EB0917HS172313,True,martinmotorco,"Martin, Tennessee 38237",Porsche Impact Bumper 911,1987.0,69000.0,3.2-Liter Flat-Six,G50 5-Speed Manual Transaxle,2019-01-15,43750.0
18791.0,SCCLMDVN8HHA11033,True,autospa,"Summerville, South Carolina 29485",,2017.0,4023.0,Supercharged 3.5L V6,6-Speed Manual Transmission,2019-05-14,63500.0
20318.0,1J4FJ6754WL266544,True,bjeff77,"Saratoga Springs, Utah 84045",Jeep Cherokee,1998.0,228000.0,4.0-Liter Inline Six,4-Speed Automatic Transmission,2019-06-27,11000.0
13195.0,WDBWK73F96F085101,True,michaelorman,"Holliston, Massachusetts 01746",Mercedes-Benz AMG,2006.0,,5.4 Liter V8,7-Speed Automatic Transmission,2018-10-15,22750.0
14133.0,JHMAP11493T001186,True,Autox124,"Darien, Illinois 60561",Honda S2000,2003.0,127000.0,2.0L VTEC Inline-Four,6-Speed Manual Transmission,2018-11-16,14000.0
15719.0,UD1S23143,True,DSFM2005,"Houston, Texas 77079",Jaguar XKE Series II & Series III,1973.0,32288.0,Numbers-Matching 5.3L V12,4-Speed Manual Gearbox,2019-01-22,51000.0
20744.0,WP0AB29887U782263,True,Miles_S,"Knoxville, Tennessee",,2007.0,140000.0,Replacement 3.4L Flat-Six,6-Speed Manual Transaxle,2019-07-09,18500.0
13991.0,5870,True,Britfanmog,"Macungie, Pennsylvania 18062",Morgan Plus 4,1965.0,154000.0,"2,138cc Inline-Four",4-Speed Manual Transmission,2018-11-13,31965.0
20455.0,WP0AB29991S686671,True,3rdCoast,"Houston, Texas 77094",Porsche 996 911 Turbo,2001.0,22208.0,Twin-Turbo 3.6L Flat-Six,6-Speed Manual Transaxle,2019-07-01,62500.0
18436.0,85977,True,bmwnorthwest,"Tacoma, Washington 98424",Porsche 356,1959.0,3000.0,Original 1.6L Flat-Four,4-Speed Manual Gearbox,2019-05-02,191356.0
16947.0,HZJ77-0001695,True,GCorp,"Orlando, Florida 32803",,1991.0,152000.0,4.2-Liter 1HZ Diesel Inline-Six,A440F Automatic Transmission,2019-03-08,16000.0
20778.0,SBM11AAAXCW001387,True,QMS,"Exeter, Rhode Island 02822",,2012.0,22000.0,Twin-Turbo 3.8-Liter M838T V8,7-Speed Dual-Clutch Automatic Transaxle,2019-07-10,85000.0
18688.0,JTDFR320430062911,True,ChristopherL,"Bedford, New Hampshire 03110",,2003.0,40000.0,1.8L Transverse-Four,5-Speed Manual Transaxle,2019-05-09,12500.0
18985.0,1G1AY8788C5116800,True,kenbaker1265,"Delray Beach, Florida 33483",Chevrolet Corvette C3,1982.0,64000.0,Fuel-Injected 350ci V8,4-Speed Automatic Transmission,2019-05-20,17000.0
14288.0,THPNLY01761,True,BMW328NSKK,"Sioux Falls, South Dakota 57107",DeTomaso Pantera,1971.0,33000.0,351ci Cleveland V8,ZF 5-Speed Manual Gearbox,2018-11-23,67000.0
13803.0,WBABB1301H1928889,True,aboctor,"Hallandale, Florida 33009",BMW E30,1987.0,135000.0,2.5L Inline-Six,5-Speed Manual,2018-11-06,8200.0
13300.0,FJ40190114,True,emark,"Los Angeles, California 90025",Toyota Land Cruiser FJ40,1974.0,16000.0,6.0-liter Chevrolet Vortec V8,GM 4-Speed Automatic Transmission,2018-10-18,33000.0
17645.0,P1R 42818,True,Gloss,"Dripping Springs, Texas 78620",Jaguar XKE Series II & Series III,1969.0,114000.0,Original 4.2L Inline-Six,4-Speed Manual Transmission,2019-04-04,47998.0
14287.0,1GTCS19X838194618,True,ThrttlMrchnt,"Van Nuys, California 91406",,2003.0,41000.0,4.3-Liter V6,Automatic Transmission,2018-11-23,8300.0
19870.0,WDBAB93A9CN006585,True,ROLLGUY,"Hesperia, California 92345",Mercedes-Benz W123,1982.0,469000.0,3.0-Liter Turbodiesel Inline-Five,Four-Speed Automatic Transmission,2019-06-14,7750.0
14658.0,WP0AB299X3S685287,True,Kuba01,"Guelph, Ontario, Canada",Porsche 996 911 Turbo,2003.0,105000.0,Twin-Turbocharged 3.6L Flat-Six,6-Speed Manual Transmission,2018-12-07,38000.0
14497.0,2212243330,True,Porschefollower,"San Diego, California 92129",Volkswagen Bus,1971.0,107000.0,"Single-Carb 1,600cc Flat-Four",4-Speed Manual Transaxle,2018-12-03,20000.0
20390.0,1FACP44E7MF164294,True,The_Dude_Abides,"Bridgewater, New Jersey 08807",Ford Fox-Body Mustang,1991.0,20000.0,302ci V8,Four-Speed Automatic Transmission,2019-06-28,15000.0
18501.0,2G2FV22P9R2237250,True,ericles1028,"Alsip, Illinois 60803",Pontiac Firebird,1994.0,19000.0,5.7-Liter V8,4-Speed Automatic Transmission,2019-05-03,16250.0
19826.0,9112110456,True,JackHabart,"Vancouver, British Columbia",Porsche Longhood 911,1972.0,101000.0,Injected 2.4L Flat-Six,5-Speed Manual Transaxle,2019-06-13,66000.0
20866.0,AR*464468,True,Marken,"Haarlem, Netherlands",Alfa Romeo 105 Series Sedan,1966.0,,Original 1600cc Engine,5-Speed Transmission,2019-07-12,30500.0
14481.0,GHLS30118111,True,jeuler,"Kansas City, Missouri 64111",Datsun 280Z,1978.0,83000.0,2.8L Inline-Six,5-Speed Manual Transmission,2018-11-30,15250.0
13041.0,1Z37J4S427717,True,hbelcaster,"Oak Park, Illinois 60302",Chevrolet Corvette C3,1974.0,138000.0,Non-Original 350ci V8,4-Speed Manual Transmission,2018-10-09,9250.0
12960.0,WV2ZB0253KG000211,True,Otiswesty,"Portland, Oregon 97201",Volkswagen Vanagon,1989.0,381574.0,No Engine Data Found,4-Speed Manual Transaxle,2018-10-05,42000.0
16189.0,RD03 5004378,True,montanamotorcycles,"Rammelsbach, Germany",Honda Motorcycles,1988.0,123000.0,Liquid-Cooled 647cc V-Twin,5-Speed Transmission,2019-02-08,4500.0
14212.0,FK10013878,True,yveslucmontreal,"Montreal, Quebec, Canada",Nissan Figaro,1991.0,114000.0,Turbocharged 987cc Inline-Four,3-Speed Automatic Transmission,2018-11-20,14000.0
13800.0,JACDJ58V0S7920442,True,nickjaynes,"West Linn, Oregon 97068",,1995.0,260000.0,3.2L V6,4-Speed Automatic Transmission,2018-11-06,6000.0
20876.0,JT3FJ60G7F1127522,True,mep1811,"El Paso, Texas 79912",Toyota Land Cruiser FJ60 & FJ62,1985.0,490000.0,350ci Ram Jet V8,5-Speed Manual Transmission,2019-07-15,12750.0
18034.0,90791025931,True,InboundMotorsports,"West New York, New Jersey",Saab 900,1979.0,98000.0,Turbocharged 2.0L B201 Inline-Four,4-Speed Manual,2019-04-18,18100.0
20674.0,6295458,True,drcont,"Ithaca, Nebraska 68033",,1939.0,83000.0,346ci Flat-Head V8,Three-Speed Manual Transmission,2019-07-08,17000.0
20190.0,YS3AL35L9M5000564,True,mtfaix,"Bechtelsville, Pennsylvania 19505",Saab 900,1991.0,194000.0,Turbocharged 2.0L Inline-Four,5-Speed Manual Transmission,2019-06-24,8000.0
20804.0,WBSUR9C53BVP76009,True,corcars,"Burnaby, British Columbia, Canada",BMW 1M,2011.0,79000.0,3.0-Liter Twin-Turbocharged Inline-Six,6-Speed Manual Transmission,2019-07-11,39000.0
15873.0,WDBNG76JX5A440964,True,bruce_m,"Doylestown, Pennsylvania 18901",,2005.0,54000.0,5.5L Twin-Turbocharged V12,5-Speed Automatic,2019-01-28,20000.0
18113.0,H7182889,True,tonytr4,"Dallas, Texas 75229",Cadillac Eldorado,1967.0,41000.0,429ci V8,3-Speed Automatic Transmission,2019-04-19,24000.0
19142.0,WAUXL58E85A056298,True,ahudson777,"Alexander City, Alabama 35010",Audi S4,2005.0,193000.0,4.2-Liter V8,6-Speed Manual Transmission,2019-05-23,20500.0
17081.0,FJ4045139,True,VintageFarms,"Florence, Alabama 35634",Toyota Land Cruiser FJ40,1967.0,131000.0,4.2L Inline-Six,4-Speed Manual Transmission,2019-03-14,12250.0
16098.0,E16AH733727,True,carchel,"New Braunfels, Texas",,1966.0,40000.0,No Engine Data Found,3-Speed Manual Gearbox,2019-02-06,7300.0
13221.0,215881,True,Mommys356C,"Julian, California 92036",Porsche 356,1964.0,62000.0,Numbers-Matching 1750cc Flat-Four,Original 4-Speed Gearbox,2018-10-16,80000.0
14861.0,SCFAB223X1K301383,True,hardworkingbroker,"Oklahoma City, Oklahoma 73116",Aston Martin DB7,2001.0,17176.0,5.9L V12,6-Speed Manual,2018-12-14,38250.0
15812.0,WP0AB0919JS120847,True,RareCarCollector,"Old Westbury, New York",Porsche Impact Bumper 911,1988.0,85970.0,3.2L Flat-Six,G50 5-Speed Manual Transaxle,2019-01-25,66500.0
15179.0,WDDAJ76FX5M000129,True,jimmyberce,"Westmont, Illinois 60559",,2005.0,1104.0,Supercharged 5.4-Liter AMG V8,5-Speed Automatic Transmission,2018-12-27,275000.0
12827.0,SAJDA15B5YMF14868,True,Jjd1776,"Pittsburgh, Pennsylvania 15238",Jaguar XJ,2000.0,79935.0,Supercharged 4.0L V8,5-Speed Automatic Transmission,2018-10-02,10250.0
18007.0,1G6DV1EP4E0124250,True,CadillacFlashback,"Memphis, Tennessee 38120",Cadillac CTS-V,2014.0,86000.0,Supercharged 6.2L LSA V8,6-Speed Manual Transmission,2019-04-17,27527.0
17270.0,MAW4842700,True,fattogatto,"Moscow, Tennessee 38057",Mini Classic,1966.0,107000.0,"1,275cc A-Series Inline-Four",4-Speed Manual Transaxle,2019-03-21,10250.0
19092.0,WBAEC8411K3269203,True,thegoldenmenu,"Danville, California 94506",BMW E24 6-Series,1989.0,223000.0,3.4L M30 Inline-Six,4-Speed Automatic Transmission,2019-05-22,12000.0
15248.0,10801812059417,True,JP1961,"San Anselmo, California",Mercedes-Benz W108 & W109,1970.0,81422.0,2.8L Inline-Six,4-Speed Automatic Transmission,2018-12-28,15500.0
17526.0,WBSCM9332XLC60500,True,ChathamCurry,"Seattle, Washington 98108",BMW M Coupe,1999.0,217000.0,3.2-Liter S52 Straight-Six,5-Speed Manual Transmission,2019-04-01,13000.0
13187.0,WDBCA35E3MA583825,True,Eurocayman,"Miami, Florida 33137",Mercedes-Benz W126 S-Class,,104000.0,4.2-Liter M116 V8,4-Speed Automatic Transmission,2018-10-15,9000.0
20212.0,WP1AD29P38LA74610,True,Badbilly83,"Novato, California 94947",,2008.0,194000.0,4.8L V8,6-Speed Manual Transmission,2019-06-25,21000.0
17546.0,CE140Z145799,True,Verizon210,"Calabasas, California 91302 ",Chevrolet Pickup,1970.0,27000.0,5.7-Liter V8,Floor-Shifted 3-Speed Manual,2019-04-01,10500.0
15995.0,WBSKG9C52DJ595202,True,Qik1320,"Woodbridge, Ontario, Canada",BMW E90/E92/E93 M3,2013.0,25000.0,4.0-Liter S65 V8,7-Speed Dual-Clutch Transmission,2019-02-01,46000.0
13014.0,WP0ZZZ92ZNS800852,True,Acceler8,"Montreal, Quebec, Canada",Porsche 928,1993.0,76000.0,5.4-Liter V8,4-Speed Automatic Transmission,2018-10-09,35928.0
17678.0,JT4VN02D1M2001899,True,Indetrucks,"Lomita, California 90717",Toyota Pickup,1991.0,244000.0,3.0L 3VZ-E V6,5-Speed Manual Gearbox,2019-04-05,13000.0
17107.0,wbscm9335xlc60779,True,911r,"Portland, Oregon 97227",BMW M Coupe,1999.0,146000.0,3.2-Liter S52 Inline-Six,5-Speed Manual Transmission,2019-03-14,23250.0
19024.0,ZFFFC60A470148693,True,Zbimmerman,"Canton, Georgia 30115",,2007.0,25000.0,6.0-Liter V12,F1 SuperFast Transmission,2019-05-21,127527.0
15169.0,WDBPJ79J85A045266,True,exoticars,"Plainview, New York 11803",Mercedes-Benz CL-Class,2005.0,45801.0,Twin-Turbocharged 6.0L V12,5-Speed Automatic Transmission,2018-12-26,26138.0
20699.0,JA3AN74K9VY005070,True,parnold79,"Southington, Connecticut 06489",,1997.0,85000.0,Twin-Turbo 3.0L DOHC V6,6-Speed Manual Transaxle,2019-07-08,12750.0
16262.0,JN1RZ24A7LX0183089,True,Wob,"Los Angeles, California 90025",Nissan 300ZX,1990.0,125000.0,3.0L V6,5-Speed Manual Transmission,2019-02-12,10800.0
12788.0,WBAGJ8329WDM12469,True,cjw427,"Mooresville, Indiana 46158",BMW 7-Series,1998.0,77000.0,4.4-Liter V8,5-Speed Automatic Transmission,2018-10-01,7970.0
17442.0,11304312004191,True,PBClassics,"West Palm Beach, Florida 33409",Mercedes-Benz W113 SL,1968.0,40000.0,2.5L M129 Inline-Six,4-Speed Automatic Transmission,2019-03-28,49000.0
16626.0,494876H905294,True,DmitriM,"Lynnwood, Washington 98036",Buick Riviera,1966.0,86000.0,425ci Wildcat V8,3-Speed Automatic Transmission,2019-02-26,15000.0
13118.0,TRD 463,True,PBRoss,"Saint Petersburg, Florida 33705",,1946.0,24000.0,1.8-Liter Standard OHV Inline-Four,4-Speed Manual Transmission,2018-10-11,32500.0
13832.0,JA3AN74K6VY003535,True,996x50turbo,"Colorado Springs, Colorado 80903",,1997.0,52726.0,Twin-Turbo 3.0L V6,6-Speed Transmission,2018-11-07,16000.0
14918.0,FJ40194885,True,JL4,"Eustis, Florida 32726",Toyota Land Cruiser FJ40,1975.0,72000.0,4.2-Liter Inline-Six,4-Speed Manual Gearbox,2018-12-17,18200.0
14775.0,824133*3731,True,colleen365gtb4,"Costa Mesa, California 92627",,1963.0,125000.0,2.5-Liter V6,4-Speed Manual Transaxle,2018-12-12,300000.0
19093.0,1G6YV34AX45602487,True,howS,"Marlborough, Massachusetts 01752",,2004.0,61000.0,4.6-Liter Northstar V8,5-Speed Automatic Transmission,2019-05-22,17500.0
20059.0,SCCLMDTC2BHA10565,True,CollectorCarsChicago,"Aurora, Illinois 60502",,2011.0,14000.0,3.5L V6,6-Speed Manual,2019-06-20,38250.0
14889.0,WP0AB29953S687111,True,DallasMotorClub,"Dallas, Texas 75215",Porsche 996 911 Turbo,2003.0,33000.0,Twin-Turbocharged 3.6L Flat-Six,6-Speed Manual Transaxle,2018-12-14,56500.0
20267.0,136379K477496,True,Bobbuchs,"Seaford, New York 11783",,1969.0,43000.0,Replacement 427ci V8,4-Speed M22 Manual Transmission,2019-06-26,28250.0
14096.0,E54S001055,True,VANQUISH05,"Scottsdale, Arizona",Chevrolet Corvette C1,1954.0,2705.0,No Engine Data Found,Super T10 4-Speed Manual Gearbox,2018-11-15,57000.0
19056.0,WBSCK9344YLC90484,True,johnsonremarketing,"Bulverde, Texas 78163",BMW M Roadster,2000.0,28000.0,3.2L S52 Inline-Six,5-Speed Manual Gearbox,2019-05-21,16250.0
14231.0,SALLHAMV8BA156819,True,DutchSafariCo,"Buda, Texas 78610",Land Rover Range Rover Classic,1985.0,186000.0,3.5L Rover V8,5-Speed LT77 Manual Transmission,2018-11-21,6200.0
19787.0,WDBFA68F6XF177399,True,GreggTMC,"Topsfield, Massachusetts 01983",Mercedes-Benz R129 SL,1999.0,99000.0,5.0-Liter M113 V8,Automatic Transmission,2019-06-12,9400.0
14981.0,WP0AB29926S745020,True,Rsweeney7,"Lancaster, Pennsylvania 17601",Porsche 997 911,2006.0,89511.0,3.8L H6 w/ Power Kit,6-Speed Manual Transaxle,2018-12-19,72000.0
12807.0,U15FLF80277,True,khart,"Iowa City, Iowa 52240",Ford Bronco,1969.0,20000.0,Replacement 302ci V8,Column-Shifted 3-Speed Manual Transmission,2018-10-02,38000.0
18029.0,WBAEV53442KM00229,True,911r,"Portland, Oregon",BMW 3-Series,2002.0,67901.0,3.0L M54 Inline-Six,5-Speed Manual,2019-04-17,16750.0
16428.0,304350116411,True,FlashGordon007,"Orinda, California 94563",,1963.0,20000.0,Multiple Entries Found,4-Speed Automatic Transmission,2019-02-19,24000.0
15659.0,,True,Bboss007,"Vancouver, British Columbia, Canada",,,,No Engine Data Found,,2019-01-18,2200.0
20297.0,7T01C293223,True,eliud00,"Huntington, New York 11743",Ford Mustang 1967-1968,1967.0,46000.0,289ci V8,Rebuilt 3-Speed C4 Automatic,2019-06-26,8500.0
13562.0,WBADC7403G0963543,True,ThomasGS4,"Dallas, Texas 75254",BMW 5-Series,1986.0,349920.0,3.5-Liter M30 Inline-Six,5-Speed Manual Gearbox,2018-10-26,5800.0
18463.0,JHMAP21424T006012,True,AlpSupra,"Voorhees, New Jersey 08043",Honda S2000,2004.0,88000.0,2.2L DOHC-VTEC Inline-Four,6-Speed Manual Transmission,2019-05-02,17250.0
14526.0,1G6DV8EP9C0108602,True,Bobby_Minis,"Savannah, Georgia 31406",Cadillac CTS-V,2012.0,80788.0,Supercharged 6.2L V8,6-Speed Automatic,2018-12-03,42250.0
13436.0,1Z876AS427131,True,GS83,"Richboro, Pennsylvania 18954",Chevrolet Corvette C3,1980.0,85000.0,Replacement 350ci V8,TH350 Automatic Transmission,2018-10-23,6500.0
13178.0,WP0AC2999VS375471,True,rj77777,"Alpharetta, Georgia 30009",Porsche 993 Turbo,1997.0,52915.0,No Engine Data Found,,2018-10-15,165000.0
16720.0,9118212249,True,griffithsg,"Roseville, California 95747",Porsche Impact Bumper 911,1978.0,246000.0,Jerry Woods 3.8-Liter Flat-Six,G50 6-Speed Manual Transaxle,2019-03-01,39000.0
18954.0,GHN5UE338172G,True,marinlands,"Duluth, Georgia 30096",MG MGB,1974.0,83000.0,"1,800cc Inline-Four",4-Speed Manual Gearbox,2019-05-17,7700.0
17770.0,9BWKE61J434073329,True,LatifE90,"Newark, California 94560",Volkswagen GTI,2003.0,143000.0,Turbocharged 1.8L Inline-Four,6-Speed Manual Transmission,2019-04-09,7500.0
12805.0,WNWRE33433TD67423,True,pinmaniac,"Jacksonville, Florida 32207",Mini Modern,2003.0,68075.0,Supercharged 1.6L Inline-Four,6-Speed Manual Gearbox,2018-10-01,6850.0
16317.0,WP0CA29901S650086,True,BlackSlacks,"Woodstock, Georgia 30188",Porsche 996 911,2001.0,77000.0,3.4-Liter Flat-Six,6-Speed Manual Transaxle,2019-02-13,18000.0
16491.0,WBADN5345YGC93816,True,MattCov,"Charlotte, North Carolina 28203",BMW 5-Series,2000.0,106000.0,4.4-Liter M62 V8,6-Speed Manual Transmission,2019-02-20,12200.0
18217.0,1B3ER69E5VV301338,True,fr8dog11,"Prospect, Kentucky 40059",Dodge Viper,1997.0,49000.0,8.0L V10,Tremec T56 6-Speed Transmission,2019-04-24,41000.0
18456.0,WP0AB2969lS450840,True,Mcoupes52,"Littleton, Colorado 80120",Porsche 964 911,1990.0,177000.0,3.6L Flat-Six,5-Speed Transaxle,2019-05-02,63000.0
20140.0,12801093,True,hasbrdon,"Rancho Cucamonga, California 91737",Porsche 912,1968.0,24000.0,1.6-Liter Flat-Four,Four-Speed Manual Gearbox,2019-06-21,38000.0
16420.0,10806712020996,True,Dean_Laumbach,"Neptune, New Jersey 07753",Mercedes-Benz W108 & W109,1973.0,127000.0,4.5-Liter M117 V8,3-Speed Automatic Transmission,2019-02-18,22500.0
13429.0,WAUPL68E94A146063,True,mattlqx,"Chandler, Arizona 85226",Audi S4,2004.0,139851.0,Supercharged 4.2L V8,6-Speed Transmission,2018-10-23,12250.0
16404.0,1962114582,True,kmbz,"Irvine, California 92604",,1967.0,17000.0,No Engine Data Found,3-Speed Manual,2019-02-18,7255.0
16032.0,JH2SC1605FM001943,True,jonathano,"Phoenix, Arizona 85018",Honda Motorcycles,1985.0,13518.0,Liquid-Cooled 998cc DOHC V4,Close-Ratio 5-Speed Gearbox,2019-02-04,5800.0
13081.0,JM1FC3316H0540598,True,BruceA,"Morgantown, West Virginia 26505",Mazda RX-7 FC,1987.0,111000.0,1.3-Liter Rotary,5-Speed Manual Transmission,2018-10-10,7350.0
14252.0,,True,n350z33,"Jefferson, Georgia 30549",Chevrolet Camaro,1967.0,,421ci V8,JW Performance Powerglide Transmission,2018-11-21,24700.0
12863.0,SALLDHAB8BA286461,True,kaldocheimport,"Fort Pierce, Florida 34947",Land Rover Defender,1987.0,76000.0,2.5-Liter Turbodiesel Inline-Four,5-Speed Manual Gearbox,2018-10-03,19250.0
16718.0,09898,True,Wob,"Los Angeles, California 90025",,1975.0,86000.0,Quad-Cam 3.0L V8,Transmission: F106AL 917,2019-03-01,65000.0
17511.0,SCCPC11175HL30812,True,dfree,"Loudon, Tennessee 37774",Lotus Elise,2005.0,14081.0,1.8L Inline-Four,6-Speed Manual,2019-04-01,34100.0
18398.0,JHMAK7438GS040402,True,gtivalencia34,"Durham, North Carolina 27704",Honda Civic,1986.0,22000.0,1.5-Liter Inline-Four,Automatic Transmission,2019-04-30,3200.0
19873.0,CL350-4014380,True,Stulene,"Saint Simons Island, Georgia 31522",,1972.0,8000.0,324cc Parallel Twin,5-Speed Transmission,2019-06-14,2500.0
17377.0,781907G230638,True,RigsonRigs,"Evergreen, Colorado 80439",International Harvester Scout,1967.0,65000.0,350ci V8 Crate Engine,3-Speed Automatic Transmission,2019-03-26,15500.0
19026.0,WBSHD9317PBK06567,True,flamingojoe,"Austin, Texas 78705",BMW E34 M5,1993.0,156000.0,3.5L Inline-Six,5-Speed Manual Transmission,2019-05-21,15965.0
17034.0,ZFACA30B3B0742173,False,King280,"La Canada Flintridge, California 91011",,1981.0,257000.0,2.0-Liter Inline-Four,5-Speed Manual Gearbox,2019-03-13,7200.0
20070.0,JHMBA4131MC029208,True,Giediprime,"Queen Creek, Arizona 85142",Honda Prelude,1991.0,106000.0,2.0-Liter DOHC Inline-Four,5-Speed Manual Gearbox,2019-06-20,4500.0
19292.0,WP0AA2997YS621542,True,DallasMotorClub,"Dallas, Texas 75215",Porsche 996 911,2000.0,94000.0,3.4-Liter Flat-Six,6-Speed Manual Transaxle,2019-05-28,23500.0
14106.0,1B7JD24W6ES292834,True,pikll,"Glenmont, New York 12077",,1984.0,,360Ci V8,Automatic Transmission,2018-11-16,7100.0
13665.0,SALDV3244VA103114,True,RIGOSO,"Bonita, California 91902",Land Rover Defender,1997.0,318311.0,4.0-Liter V8,ZF Automatic Transmission,2018-10-31,41000.0
20459.0,JM2UF1136M0163803,True,AutowerksGroup,"Mchenry, Illinois 60051",,1991.0,156000.0,2.2-Liter Inline-Four,4-Speed Automatic Transmission,2019-07-01,7100.0
13686.0,ckr148Z200881,True,DENWERKS,"Salem, Oregon 97304",Chevrolet Pickup,1978.0,,454ci V8,Turbo 350 Automatic Transmission,2018-10-31,11250.0
18116.0,3263TM,True,CLTDesign,"Burleson, Texas 76028",,1974.0,130000.0,2.5L Triumph Straight-Six,4-Speed Manual Transmission,2019-04-19,20500.0
19090.0,VF111280003153420,True,Johns,"Toronto, Ontario, Canada",,1990.0,134000.0,"1,108cc Inline-Four",4-Speed Manual Transaxle,2019-05-22,6700.0
13503.0,JS29U0B163928,True,CobraDeals,"Littleton, Colorado 80127",,1970.0,2748.0,U-Code 440ci V8,A-833 4-Speed Manual w/ Pistol Grip,2018-10-25,51150.0
16205.0,211587,True,spiritoflegend,"Hawthorne, California",Porsche 356,1963.0,5632.0,No Engine Data Found,Original 4-Speed Manual Transaxle,2019-02-08,66500.0
14273.0,1FACP41E3LF133529,True,CC350,"Milwaukee, Wisconsin 53212",Ford Saleen,1990.0,157403.0,5.0L V8,World Class Tremec T5 Transmission,2018-11-23,17750.0
15669.0,4786M,True,jbirdga,"Atlanta, Georgia 30324",,1975.0,482.0,"1,015cc DOHC Inline-Four",5-Speed Gearbox,2019-01-21,16600.0
16573.0,K40038925132030,False,patina_78,"Mooresville, North Carolina 28117",,1951.0,53000.0,No Engine Data Found,3-Speed Manual Gearbox,2019-02-22,6500.0
17743.0,1ZVBP8CU6D5231346,True,Ford316,"Palm City, Florida 34990",Ford Mustang S197 2005-2014,,1126.0,5.0-Liter V8,6-Speed Manual Transmission,2019-04-09,34250.0
20645.0,F508C740403,True,orlandomnds,"Cranford, New Jersey 07016",Ford Mustang 1964.5-1966,1965.0,12000.0,289ci V8,3-Speed Automatic Transmission,2019-07-05,29000.0
18664.0,JA3AH86C86U063845,True,wzndealership,"Tempe, Arizona 85281",Mitsubishi Lancer Evolution,2006.0,88000.0,Turbocharged 2.0-Liter Inline-Four,Six-Speed Manual Gearbox,2019-05-09,21000.0
16310.0,WBAGH83471DP30564,True,Lsbm31,"Lawrenceville, Georgia 30043",BMW 7-Series,2001.0,159000.0,4.4-Liter V8,5-Speed Automatic Transmission,2019-02-13,6100.0
18171.0,JT2JA82J3R0019041,True,JordanCohen,"Walnut, California 91789",Toyota Supra,1994.0,175000.0,Twin-Turbocharged 3.0L Inline-Six,6-Speed Manual Gearbox,2019-04-23,52000.0
13838.0,3VWHD61H4WM284945,True,RoyW33,"Petersham, Massachusetts 01366",Volkswagen GTI,1998.0,151000.0,2.8L VR6,CCM Close-Ratio 5-Speed Transmission,2018-11-07,7500.0
20737.0,5R07U102521,True,rob.gardner,"Monterey, California 93940",Ford Mustang 1964.5-1966,1965.0,30000.0,No Engine Data Found,3-Speed Automatic Transmission,2019-07-09,10350.0
19320.0,JT4RN63R5G0075440,True,Drumsnspace,"Encinitas, California 92024",Toyota Pickup,1986.0,362000.0,2.4L 22R Inline-Four,5-Speed Manual,2019-05-29,7300.0
14085.0,124CS1 0115552,True,rallyct,"Riverside, Connecticut 06878",Fiat 124 Spider,1977.0,24000.0,1.8L Lampredi Twin-Cam Four,5-Speed Manual Transmission,2018-11-15,11600.0
13345.0,B-131-MX,True,Charles_Crail_Automobiles,"Santa Barbara, California 93108",,1939.0,13091.0,"4,257cc Inline-Six",4-Speed Manual Gearbox w/ Overdrive,2018-10-19,175000.0
18054.0,CB750A7104228,True,UltraMotorSource,"Menasha, Wisconsin 54952",Honda Motorcycles,1977.0,19000.0,736cc Inline-Four,2-Speed Hondamatic,2019-04-18,1900.0
15962.0,9289101276,True,effeffjon1,"Lambertville, New Jersey 08530",Porsche 928,1979.0,127000.0,4.5-Liter V8,3-Speed Automatic Transmission,2019-01-31,10928.0
18611.0,9115200114,True,bill930p,"Miami, Florida 33186",Porsche Impact Bumper 911,1975.0,128000.0,2.7L Flat-Six,5-Speed Manual Transaxle,2019-05-08,68000.0
15653.0,WBAKG1C54BE362613,True,Nuvo,"Newport Beach, California 92663",BMW 3-Series,2011.0,23544.0,Twin-Turbo 3.0L Inline-Six,7-Speed DCT Transmission,2019-01-18,27000.0
19843.0,NC39958,False,Libraryjag,"Melfa, Virginia 23410",,1959.0,38000.0,3.8L Inline-Six,Column-Shifted Automatic Transmission,2019-06-13,13000.0
20484.0,PL510804553,True,conradverpoorten,"Battle Ground, Washington 98604",Datsun 510,,67000.0,Replacement 1.8-Liter L18 Inline-Four,5-Speed Manual Transmission,2019-07-02,8000.0
17670.0,WBAAA21060AE68823,True,Mobullet,"Fernandina Beach, Florida",BMW E30,1990.0,81000.0,2.5L M20 Inline-Six,5-Speed Manual Transmission,2019-04-05,12500.0
17411.0,AMF22021141,True,siskiyousam,"Grants Pass, Oregon 97526",,1990.0,161000.0,2.5-Liter Diesel Inline-Four,5-Speed Manual Transmission,2019-03-27,6900.0
15904.0,1GTEV14H5HF702434,True,tampawscarsinc,"Tampa, Florida 33647",Chevrolet Pickup,1987.0,54000.0,No Engine Data Found,4-Speed Manual Gearbox,2019-01-29,14000.0
